"peak","n_folds_recovered"
"chr7:817156-817656",0
"chr7:87312203-87312703",1
"chr7:87876178-87876678",1
"chr7:88090633-88091133",0
"chr7:93232060-93232560",0
"chr7:94510634-94511134",2
"chr7:96075366-96075866",1
"chr7:96285568-96286068",1
"chr7:98107229-98107729",1
"chr7:98281893-98282393",1
"chr7:98878233-98878733",0
"chr7:99325619-99326119",1
"chr7:99380028-99380528",3
"chr7:99471843-99472343",2
"chr7:99505312-99505812",3
"chr8:100157662-100158162",0
"chr8:100716252-100716752",1
"chr8:100907836-100908336",3
"chr8:100947861-100948361",0
"chr8:100952744-100953244",0
"chr8:100953362-100953862",3
"chr8:101109387-101109887",0
"chr8:101126432-101126932",0
"chr8:101301306-101301806",0
"chr8:101501336-101501836",1
"chr8:102097689-102098189",1
"chr8:102412039-102412539",2
"chr8:102662327-102662827",1
"chr8:102662933-102663433",0
"chr8:104665510-104666010",4
"chr8:104759603-104760103",0
"chr8:106704994-106705494",0
"chr8:10805267-10805767",2
"chr8:115218327-115218827",3
"chr8:115218838-115219338",3
"chr8:11736299-11736799",0
"chr8:117439824-117440324",0
"chr8:11820250-11820750",3
"chr8:11877682-11878182",2
"chr8:119855176-119855676",1
"chr8:124190874-124191374",4
"chr8:124564577-124565077",3
"chr8:125931731-125932231",0
"chr8:125942188-125942688",1
"chr8:127399672-127400172",0
"chr8:127993689-127994189",0
"chr8:133053575-133054075",3
"chr8:133055652-133056152",3
"chr8:133056775-133057275",4
"chr8:133057321-133057821",3
"chr8:133068918-133069418",2
"chr8:133296346-133296846",4
"chr8:133565003-133565503",0
"chr8:133671621-133672121",0
"chr8:134324718-134325218",4
"chr8:134619951-134620451",1
"chr8:134685508-134686008",0
"chr8:141002118-141002618",0
"chr8:142471871-142472371",1
"chr8:142845089-142845589",0
"chr8:143291132-143291632",1
"chr8:143334644-143335144",2
"chr8:143430004-143430504",1
"chr8:143618021-143618521",3
"chr8:143928490-143928990",2
"chr8:143948389-143948889",4
"chr8:143973363-143973863",0
"chr8:143978679-143979179",1
"chr8:143990878-143991378",1
"chr8:144078345-144078845",2
"chr8:144078886-144079386",2
"chr8:144266133-144266633",0
"chr8:144374276-144374776",1
"chr8:144522245-144522745",3
"chr8:144526948-144527448",2
"chr8:144687711-144688211",3
"chr8:144827711-144828211",2
"chr8:144902827-144903327",1
"chr8:145002175-145002675",2
"chr8:145052200-145052700",2
"chr8:20251714-20252214",3
"chr8:2133777-2134277",0
"chr8:22137300-22137800",3
"chr8:22156607-22157107",2
"chr8:22244290-22244790",1
"chr8:22366978-22367478",0
"chr8:22598587-22599087",3
"chr8:22668908-22669408",1
"chr8:22693267-22693767",4
"chr8:22694233-22694733",3
"chr8:22695132-22695632",4
"chr8:23018349-23018849",0
"chr8:23472262-23472762",1
"chr8:25250796-25251296",1
"chr8:27311144-27311644",3
"chr8:27817906-27818406",1
"chr8:29351278-29351778",1
"chr8:29489718-29490218",1
"chr8:30076256-30076756",1
"chr8:30095694-30096194",0
"chr8:30137171-30137671",3
"chr8:37694847-37695347",0
"chr8:41429999-41430499",1
"chr8:41466462-41466962",1
"chr8:41477211-41477711",0
"chr8:41507554-41508054",2
"chr8:41529543-41530043",4
"chr8:42154906-42155406",1
"chr8:42155470-42155970",0
"chr8:42391097-42391597",2
"chr8:42537090-42537590",0
"chr8:47703901-47704401",2
"chr8:47899770-47900270",0
"chr8:48925527-48926027",0
"chr8:48949509-48950009",3
"chr8:55972996-55973496",0
"chr8:56006463-56006963",1
"chr8:58321519-58322019",2
"chr8:58595828-58596328",4
"chr8:58657837-58658337",1
"chr8:60409046-60409546",2
"chr8:60916376-60916876",3
"chr8:630046-630546",1
"chr8:64567568-64568068",2
"chr8:65942028-65942528",1
"chr8:65946123-65946623",1
"chr8:65951787-65952287",0
"chr8:67540555-67541055",4
"chr8:67580026-67580526",3
"chr8:81097290-81097790",0
"chr8:8301819-8302319",1
"chr8:89984002-89984502",0
"chr8:93969218-93969718",2
"chr8:94419809-94420309",2
"chr8:94947023-94947523",0
"chr8:9592435-9592935",4
"chr8:97277683-97278183",0
"chr9:104093775-104094275",1
"chr9:105405326-105405826",1
"chr9:107425154-107425654",0
"chr9:110005410-110005910",3
"chr9:111525593-111526093",1
"chr9:112176521-112177021",2
"chr9:114370066-114370566",1
"chr9:120844545-120845045",0
"chr9:120928171-120928671",4
"chr9:120929449-120929949",2
"chr9:121400073-121400573",0
"chr9:121732739-121733239",1
"chr9:122265196-122265696",4
"chr9:122350506-122351006",0
"chr9:124853558-124854058",2
"chr9:125188959-125189459",2
"chr9:125374640-125375140",0
"chr9:125745556-125746056",1
"chr9:125747769-125748269",4
"chr9:125748337-125748837",1
"chr9:126514112-126514612",1
"chr9:126781703-126782203",3
"chr9:126860127-126860627",1
"chr9:127503914-127504414",0
"chr9:128160637-128161137",2
"chr9:128191916-128192416",2
"chr9:128192704-128193204",3
"chr9:128340300-128340800",0
"chr9:128420931-128421431",1
"chr9:128683618-128684118",1
"chr9:128724666-128725166",2
"chr9:128771082-128771582",1
"chr9:128899533-128900033",1
"chr9:129139123-129139623",1
"chr9:129173918-129174418",4
"chr9:129410087-129410587",4
"chr9:129414032-129414532",1
"chr9:129454428-129454928",2
"chr9:129489092-129489592",1
"chr9:129610988-129611488",2
"chr9:129624085-129624585",1
"chr9:129640951-129641451",2
"chr9:129737500-129738000",2
"chr9:129803690-129804190",2
"chr9:129836279-129836779",0
"chr9:129886803-129887303",2
"chr9:129887370-129887870",3
"chr9:130038732-130039232",1
"chr9:130578777-130579277",0
"chr9:130579279-130579779",2
"chr9:131374066-131374566",0
"chr9:131395189-131395689",2
"chr9:131502647-131503147",3
"chr9:131733607-131734107",1
"chr9:132079044-132079544",0
"chr9:132236316-132236816",2
"chr9:132242051-132242551",2
"chr9:132350131-132350631",2
"chr9:132354130-132354630",0
"chr9:132409660-132410160",0
"chr9:132670414-132670914",1
"chr9:132878079-132878579",4
"chr9:133114582-133115082",0
"chr9:133135132-133135632",2
"chr9:133143701-133144201",0
"chr9:133147445-133147945",1
"chr9:133382769-133383269",1
"chr9:133992610-133993110",1
"chr9:133993244-133993744",0
"chr9:134163142-134163642",0
"chr9:135960665-135961165",4
"chr9:136119178-136119678",3
"chr9:136122834-136123334",0
"chr9:136245101-136245601",2
"chr9:136316406-136316906",4
"chr9:136410361-136410861",4
"chr9:136411008-136411508",2
"chr9:136438995-136439495",3
"chr9:136482560-136483060",4
"chr9:136544480-136544980",2
"chr9:136644359-136644859",0
"chr9:136665550-136666050",3
"chr9:136806989-136807489",1
"chr9:136807643-136808143",1
"chr9:136865568-136866068",2
"chr9:136882508-136883008",4
"chr9:136960801-136961301",3
"chr9:136965361-136965861",1
"chr9:136978256-136978756",1
"chr9:137000770-137001270",0
"chr9:137028044-137028544",0
"chr9:137028708-137029208",1
"chr9:137188395-137188895",3
"chr9:137189027-137189527",0
"chr9:137241966-137242466",3
"chr9:137242682-137243182",2
"chr9:137243311-137243811",4
"chr9:137243855-137244355",2
"chr9:137244411-137244911",4
"chr9:137245164-137245664",2
"chr9:137247876-137248376",1
"chr9:137253477-137253977",3
"chr9:137453751-137454251",2
"chr9:137590931-137591431",2
"chr9:137619291-137619791",1
"chr9:20043009-20043509",3
"chr9:21153907-21154407",1
"chr9:2655565-2656065",4
"chr9:31347000-31347500",4
"chr9:32550002-32550502",0
"chr9:33000677-33001177",1
"chr9:33026908-33027408",2
"chr9:33027737-33028237",2
"chr9:33031112-33031612",2
"chr9:33032387-33032887",0
"chr9:33748884-33749384",0
"chr9:35162491-35162991",0
"chr9:35616904-35617404",2
"chr9:35748814-35749314",2
"chr9:36143149-36143649",0
"chr9:37800520-37801020",0
"chr9:4596541-4597041",1
"chr9:5178332-5178832",2
"chr9:5438191-5438691",1
"chr9:5922145-5922645",1
"chr9:6585037-6585537",0
"chr9:68546415-68546915",3
"chr9:68979487-68979987",2
"chr9:68999550-69000050",0
"chr9:69019768-69020268",2
"chr9:71285057-71285557",1
"chr9:73107463-73107963",0
"chr9:73132187-73132687",2
"chr9:74036762-74037262",2
"chr9:74245767-74246267",4
"chr9:74277436-74277936",1
"chr9:74322855-74323355",0
"chr9:749622-750122",1
"chr9:75025088-75025588",1
"chr9:7799565-7800065",2
"chr9:78201077-78201577",1
"chr9:78237999-78238499",0
"chr9:7935593-7936093",4
"chr9:7976356-7976856",3
"chr9:85723127-85723627",2
"chr9:87973893-87974393",0
"chr9:89312080-89312580",2
"chr9:89437264-89437764",0
"chr9:89463817-89464317",2
"chr9:91100116-91100616",0
"chr9:91156830-91157330",2
"chr9:93133487-93133987",2
"chr9:93501207-93501707",0
"chr9:96015516-96016016",0
"chr9:96417212-96417712",1
"chr9:97906501-97907001",2
"chr9:98169002-98169502",1
"chr9:99140649-99141149",0
"chr9:99823042-99823542",0
"chrX:100768673-100769173",0
"chrX:107452257-107452757",0
"chrX:107716224-107716724",2
"chrX:110145724-110146224",0
"chrX:110229752-110230252",1
"chrX:110238177-110238677",0
"chrX:112851229-112851729",1
"chrX:119686049-119686549",1
"chrX:119754217-119754717",1
"chrX:119758069-119758569",1
"chrX:120244596-120245096",3
"chrX:120561762-120562262",0
"chrX:125205354-125205854",0
"chrX:12956109-12956609",1
"chrX:129603829-129604329",1
"chrX:129905823-129906323",1
"chrX:129925575-129926075",0
"chrX:129980672-129981172",1
"chrX:129983582-129984082",0
"chrX:130339601-130340101",3
"chrX:132677598-132678098",1
"chrX:136586241-136586741",1
"chrX:13669158-13669658",0
"chrX:13688828-13689328",2
"chrX:136909124-136909624",2
"chrX:1471756-1472256",1
"chrX:150365256-150365756",2
"chrX:15335968-15336468",1
"chrX:153818856-153819356",2
"chrX:153830361-153830861",0
"chrX:153875264-153875764",1
"chrX:153934921-153935421",2
"chrX:153947250-153947750",0
"chrX:154136565-154137065",1
"chrX:154351633-154352133",0
"chrX:154373222-154373722",3
"chrX:154397489-154397989",4
"chrX:154443861-154444361",2
"chrX:154478070-154478570",2
"chrX:154547575-154548075",1
"chrX:1554850-1555350",3
"chrX:17632966-17633466",1
"chrX:19801067-19801567",0
"chrX:23667777-23668277",0
"chrX:37745295-37745795",0
"chrX:40027041-40027541",1
"chrX:40105076-40105576",0
"chrX:40152805-40153305",1
"chrX:40299673-40300173",0
"chrX:41331428-41331928",1
"chrX:41922035-41922535",2
"chrX:42398924-42399424",2
"chrX:48468702-48469202",0
"chrX:48910733-48911233",0
"chrX:53085592-53086092",2
"chrX:53683085-53683585",0
"chrX:70454655-70455155",0
"chrX:70455242-70455742",0
"chrX:71536737-71537237",0
"chrX:72018431-72018931",0
"chrX:72101692-72102192",0
"chrX:72131814-72132314",1
"chrX:77900031-77900531",0
"chrX:78321771-78322271",2
"chrX:9995702-9996202",0
