"","group","group_name","seqnames","start","end","strand","name","idx","Log2FC","FDR","MeanDiff"
"20492",1,"C1","chr6",89315299,89257208,2,"GABRR2",837,1.6910816446702,7.71508327335668e-17,0.164035586970653
"20118",1,"C1","chr6",33620365,33696574,1,"ITPR3",463,0.666908874885027,9.35606651360425e-17,0.363521232502041
"22034",1,"C1","chr7",151433639,151433489,2,"MIR3907",1090,1.54699808829324,1.05029645287469e-16,0.41560517741007
"13236",1,"C1","chr2",41877555,41894046,1,"LINC01913",287,1.10798997860446,1.1993664243888e-16,0.257581085676107
"12038",1,"C1","chr19",34994784,35026471,1,"GRAMD1A",742,0.836821701942531,1.55901156109826e-16,0.353385706371327
"18914",1,"C1","chr5",82279462,82386977,1,"ATP6AP1L",421,0.981798061496275,1.60763002776024e-16,0.232858045933877
"7798",1,"C1","chr15",31230838,31221999,2,"LOC283710",130,0.747774674400956,2.15113732956603e-16,0.300949171044316
"24",1,"C1","chr1",1206691,1203508,2,"TNFRSF18",24,1.05456295007109,2.54520159793562e-16,0.559904904749846
"11781",1,"C1","chr19",14690027,14619117,2,"ADGRE3",485,0.796879663230653,2.6620541811555e-16,0.301782743498545
"13241",1,"C1","chr2",42169350,42332548,1,"EML4",292,0.647885060313161,2.82800422290618e-16,0.297259600372852
"572",1,"C1","chr1",35557950,35433490,2,"KIAA0319L",572,0.785369359495058,2.83403752417769e-16,0.321024344902161
"20528",1,"C1","chr6",99606730,99615578,1,"PRDM13",873,1.24859357477412,2.95429881508872e-16,0.34169613675572
"11327",1,"C1","chr19",913245,896503,2,"R3HDM4",31,0.890732466447759,3.52977236226351e-16,0.361467827003539
"15482",1,"C1","chr21",42199689,42297244,1,"ABCG1",238,0.547032882179832,3.62976903018536e-16,0.471966759786718
"16047",1,"C1","chr22",44702233,44862706,1,"PRR5-ARHGAP8",476,0.677092515810398,3.90001697241966e-16,0.44668515816215
"7257",1,"C1","chr14",70641298,70608798,2,"LOC101928075",439,1.6970926045464,4.78267871347144e-16,0.1753947664102
"13650",1,"C1","chr2",102311529,102398775,1,"IL18R1",701,0.86005061555997,4.93418947652212e-16,0.270700683917972
"17814",1,"C1","chr4",48134256,48066393,2,"TXK",280,1.50203094531764,5.31906520069046e-16,0.203649624341292
"13156",1,"C1","chr2",28310459,28307691,2,"LOC100505716",207,0.793717005804733,5.36614567427994e-16,0.303685129870697
"22708",1,"C1","chr8",104589024,104489231,2,"LRP12",628,1.17288268667402,5.54845055680596e-16,0.19486915540802
"12293",1,"C1","chr19",42397168,42652355,1,"LIPE-AS1",997,0.555661931329242,5.83839034026153e-16,0.31610214254721
"18958",1,"C1","chr5",95620078,95622142,1,"GPR150",465,1.26417669646081,5.96851544792544e-16,0.512452309158056
"10188",1,"C1","chr17",41350812,41346092,2,"KRT33A",702,1.20401396588206,5.99387282220428e-16,0.266550062969525
"18036",1,"C1","chr4",86594315,86815171,1,"PTPN13",502,1.58155399189894,6.41953142357376e-16,0.169141931301471
"7891",1,"C1","chr15",41493393,41503551,1,"ITPKA",223,1.00808527329697,6.59845514903527e-16,0.369430054567937
"3142",1,"C1","chr10",100529871,100486642,2,"SEC31B",690,0.757949483332806,6.65730847189626e-16,0.300237519066888
"6869",1,"C1","chr14",21070872,21016763,2,"NDRG2",51,0.979994076681351,7.23008297136982e-16,0.245656500516056
"18438",1,"C1","chr4",183099199,183097017,2,"WWC2-AS2",904,2.10987456841293,7.23008297136982e-16,0.418472089258108
"4974",1,"C1","chr11",133956985,133908564,2,"IGSF9B",1552,0.912158955247123,9.55859816695193e-16,0.379596515489681
"3143",1,"C1","chr10",100530000,100507446,2,"NDUFB8",691,0.747906282953609,1.09449268651046e-15,0.378401640008233
"19087",1,"C1","chr5",127703390,127941634,1,"CCDC192",594,1.43280848424208,1.13068279210191e-15,0.285944572967672
"316",1,"C1","chr1",20186085,20196048,1,"UBXN10",316,1.70724398908095,1.97156730020793e-15,0.292769506114656
"8560",1,"C1","chr16",1528688,1555580,1,"TMEM204",75,1.28308734900006,2.17754656543946e-15,0.213818174544068
"15917",1,"C1","chr22",38273034,38219291,2,"TMEM184B",346,0.938279977759424,2.74500921259222e-15,0.244809317200215
"18114",1,"C1","chr4",102501329,102617302,1,"NFKB1",580,0.648475222747078,3.06990268260226e-15,0.370816025727259
"13916",1,"C1","chr2",160407882,160407810,2,"MIR4785",967,0.725118188661906,3.11851452998294e-15,0.812175531516785
"14855",1,"C1","chr20",35226654,35277000,1,"MMP24",326,0.700637890321432,3.11851452998294e-15,0.315769555124131
"20564",1,"C1","chr6",109094819,108986437,2,"SESN1",909,0.554789969767794,3.36503345430812e-15,0.337864808171308
"6528",1,"C1","chr13",51584455,51767707,1,"WDFY2",269,0.625422025137144,3.54744806145302e-15,0.337474501371937
"21163",1,"C1","chr7",29990289,29920103,2,"SCRN1",219,1.6127189707603,3.54744806145302e-15,0.151532130700434
"13212",1,"C1","chr2",37738468,37641882,2,"CDC42EP3",263,0.630094731550637,3.57988054761872e-15,0.393998101120042
"13493",1,"C1","chr2",74833981,74893359,1,"HK2",544,1.12794838635284,4.06414863468316e-15,0.25133695049513
"20652",1,"C1","chr6",125818858,125797856,2,"NCOA7-AS1",997,1.24901748347006,4.08904120477591e-15,0.173543338371353
"317",1,"C1","chr1",20186486,20184242,2,"UBXN10-AS1",317,1.50289416233755,4.48159290010437e-15,0.478836153768705
"5871",1,"C1","chr12",95803097,95823307,1,"LINC02410",886,1.54823682723487,4.62464175020136e-15,0.196487872235108
"10139",1,"C1","chr17",40501597,40475828,2,"TNS4",653,0.66170612125267,5.35093784509937e-15,0.3527340226412
"15490",1,"C1","chr21",42615058,42599280,2,"LINC01671",246,1.93857478260852,5.56294239887412e-15,0.188955702774023
"11261",1,"C1","chr18",74315813,74359187,1,"C18orf63",349,1.52783667659378,6.20455039576902e-15,0.113383609505792
"15373",1,"C1","chr21",32412006,32515397,1,"EVA1C",129,0.844398491163174,7.38550157606515e-15,0.25050997623278
"11299",1,"C1","chr19",291504,281040,2,"PLPP2",3,2.11415760611257,8.16596329017842e-15,0.314769495298798
"12039",1,"C1","chr19",35030684,35040448,1,"SCN1B",743,2.05403845756909,9.41744966766462e-15,0.200148718037818
"19005",1,"C1","chr5",111223653,111494886,1,"CAMK4",512,0.701211824586455,9.48700816041333e-15,0.316924718295933
"24734",1,"C1","chrX",136146702,136211359,1,"FHL1",771,1.59087536252149,9.99213812364185e-15,0.144498909268293
"6067",1,"C1","chr12",117099481,117142091,1,"TESC-AS1",1082,1.34207086500379,1.03613695712292e-14,0.212521222744585
"11313",1,"C1","chr19",663277,647526,2,"RNF126",17,0.605117233529937,1.29767541639155e-14,0.465436854344733
"9859",1,"C1","chr17",18950345,19022595,1,"SLC5A10",373,0.988510438701786,1.50564287723843e-14,0.23851654030581
"22657",1,"C1","chr8",97775057,97853013,1,"LAPTM4B",577,1.31942730200384,2.01630659680853e-14,0.165827085449649
"11331",1,"C1","chr19",1000419,1009732,1,"GRIN3B",35,0.923269964840859,2.2015290351181e-14,0.399742762247294
"2504",1,"C1","chr10",6277687,6335982,1,"LOC399715",52,0.904276543383989,3.31448331270496e-14,0.509062174688999
"20877",1,"C1","chr6",160991727,161117385,1,"MAP3K4",1222,0.996143074182923,3.66639406599556e-14,0.346543238053195
"5509",1,"C1","chr12",53097436,53102345,1,"IGFBP6",524,1.26659503458005,4.3352736550757e-14,0.294802702694721
"11449",1,"C1","chr19",4302431,4292232,2,"TMIGD2",153,2.11741174448461,4.60447106505699e-14,0.222893535995154
"8203",1,"C1","chr15",73051710,73305206,1,"NEO1",535,0.917076694099855,4.80157295641852e-14,0.296210719332337
"16444",1,"C1","chr3",45916042,45823316,2,"LZTFL1",312,0.708239589499247,4.88539107798009e-14,0.264665264525608
"3860",1,"C1","chr11",35420063,35251206,2,"SLC1A2",438,0.930993202937242,5.03065976015079e-14,0.317392395223417
"9860",1,"C1","chr17",19004804,18968789,2,"FAM83G",374,1.05312300952173,5.96743481346989e-14,0.250126276888406
"22620",1,"C1","chr8",93017673,92883530,2,"TRIQK",540,1.41466396681591,6.32912520690366e-14,0.194206271853254
"16195",1,"C1","chr3",10164865,10243743,1,"IRAK2",63,0.718375039954714,8.2729693939299e-14,0.315020111322063
"7202",1,"C1","chr14",64704102,64750247,1,"PLEKHG3",384,0.770165325961375,8.7554062352848e-14,0.335767111698345
"18746",1,"C1","chr5",55851379,55922853,1,"IL31RA",253,1.71115733660925,9.60044074119449e-14,0.125592111867969
"19521",1,"C1","chr5",172662165,172662263,1,"MIR5003",1028,0.755873261626487,1.00929450313552e-13,0.320022313396901
"13211",1,"C1","chr2",37344574,37373322,1,"QPCT",262,1.17315913733464,1.46467613643905e-13,0.15807776976453
"23679",1,"C1","chr9",126326849,126507041,1,"MVB12B",702,0.600004947396072,1.94549854383463e-13,0.324104299897233
"11273",1,"C1","chr18",76495190,76358190,2,"ZNF516",361,1.34415136431883,2.01746133060938e-13,0.271004366938855
"19439",1,"C1","chr5",157575775,157395534,2,"ADAM19",946,0.970357308746887,2.10799805106763e-13,0.331499125281782
"22069",1,"C1","chr7",157466231,157499716,1,"LOC101927914",1125,1.44843570778921,2.12338044445231e-13,0.145430151550764
"3282",1,"C1","chr10",116742574,116671192,2,"HSPA12A",830,1.58323502526623,2.41752360740273e-13,0.187476633761744
"10779",1,"C1","chr17",77088749,77217101,1,"SEC14L1",1293,0.554335216331934,2.60802754601843e-13,0.292940339585158
"3659",1,"C1","chr11",8016489,8011278,2,"CASC23",237,1.81290447190155,2.82838584466832e-13,0.269667696292132
"19134",1,"C1","chr5",133427706,133427596,2,"MIR1289-2",641,2.02740434547166,2.90633642262579e-13,0.245467803991012
"19",1,"C1","chr1",1137017,1144056,1,"LINC01342",19,1.14257562040232,2.97127127353967e-13,0.233365947809129
"18309",1,"C1","chr4",147732063,148072780,1,"ARHGAP10",775,0.697271738448809,2.97127127353967e-13,0.34599778136854
"2638",1,"C1","chr10",27744786,27767794,1,"MKX-AS1",186,1.31859734796802,2.98970207661265e-13,0.186153079871383
"15270",1,"C1","chr21",15065000,14818843,2,"NRIP1",26,0.985516068681082,3.00565159908424e-13,0.292900404671888
"23455",1,"C1","chr9",97853254,97856715,1,"FOXE1",478,1.30260966707024,3.04292393476163e-13,0.27839248714922
"19038",1,"C1","chr5",116022391,116060118,1,"ARL14EPL",545,1.88578049800996,3.07855593339772e-13,0.116110880130764
"3736",1,"C1","chr11",17014443,16778295,2,"PLEKHA7",314,1.2248209374672,3.3894715948697e-13,0.278088754151238
"20843",1,"C1","chr6",158001107,158002383,1,"SYNJ2-IT1",1188,1.17693820885572,3.43712411282412e-13,0.288920206112341
"20729",1,"C1","chr6",137219449,137197484,2,"IFNGR1",1074,0.704231073615829,3.77523006741244e-13,0.291893461161323
"2314",1,"C1","chr1",232742715,232727254,2,"LINC01744",2314,1.03989194460349,3.80123732321377e-13,0.0927916165398625
"18596",1,"C1","chr5",16615926,16629969,1,"LOC101929524",103,1.67841590173296,4.46852288313647e-13,0.27390002861789
"17731",1,"C1","chr4",26163455,26435131,1,"RBPJ",197,0.532455182359689,4.57820933645242e-13,0.379099800376934
"9900",1,"C1","chr17",27456714,27626438,1,"KSR1",414,0.717504986301975,5.08383969416645e-13,0.313722964874655
"22565",1,"C1","chr8",80485619,80526265,1,"ZBTB10",485,0.991632022334615,5.72948089733407e-13,0.255217348220034
"9425",1,"C1","chr16",87779374,87773488,2,"LOC102724467",940,0.880071909932474,6.15942183815305e-13,0.393172817197141
"22493",1,"C1","chr8",66460003,66518524,1,"VXN",413,0.713210049676527,6.36188192857119e-13,0.269618737957094
"22741",1,"C1","chr8",118621995,118189459,2,"SAMD12",661,1.42790645610615,7.18709380475463e-13,0.266609769421345
"15890",1,"C1","chr22",37560447,37569405,1,"CDC42EP1",319,1.01839778593345,7.74055225454421e-13,0.308955717783319
"21120",1,"C1","chr7",26152240,26187125,1,"NFE2L3",176,0.854384403666364,7.88694465736793e-13,0.314600808165343
"1910",1,"C1","chr1",182615254,182616629,1,"LINC01686",1910,0.950679084791724,7.89444874689331e-13,0.54077604774649
"13011",1,"C1","chr2",10302889,10427617,1,"HPCAL1",62,0.520436773491272,9.68943322205753e-13,0.298769430560094
"9",1,"C1","chr1",924880,944581,1,"SAMD11",9,1.42491406563854,1.01877601091346e-12,0.243665142944048
"18713",1,"C1","chr5",50665899,50846522,1,"PARP8",220,0.603982375111526,1.03932484991897e-12,0.371760657062404
"928",1,"C1","chr1",67307364,67396900,1,"IL12RB2",928,0.863163944306146,1.46444504397929e-12,0.21383595769102
"9314",1,"C1","chr16",74999030,75110994,1,"ZNRF1",829,0.663486255446352,1.51892088676066e-12,0.390680743223637
"22919",1,"C1","chr8",143878464,143857324,2,"EPPK1",839,1.29676516164686,1.55719712599309e-12,0.130696211951674
"23748",1,"C1","chr9",129036621,129072082,1,"MIGA2",771,0.711732751465545,1.64043608923684e-12,0.25933486297567
"23402",1,"C1","chr9",93134288,93121489,2,"NINJ1",425,0.727976299346344,1.79235472457495e-12,0.382503186970604
"18857",1,"C1","chr5",75052843,75047719,2,"LINC01336",364,1.41525992770794,2.18072332178053e-12,0.338184137138734
"9818",1,"C1","chr17",17206315,17200995,2,"PLD6",332,0.778288408021216,2.29892367766288e-12,0.468089043758876
"8965",1,"C1","chr16",30558498,30534227,2,"ZNF764",480,0.533964881378356,2.39230480522848e-12,0.378507816379201
"11412",1,"C1","chr19",3155175,3141576,2,"LOC100996351",116,1.30285501577685,2.56263810559744e-12,0.214762675487214
"6120",1,"C1","chr12",121209857,121234106,1,"P2RX4",1135,0.799285299539187,2.7059785065606e-12,0.24961646015274
"1357",1,"C1","chr1",148362533,148362370,2,"RNVU1-1",1357,1.03063467898808,2.75974488492187e-12,0.381873788581964
"551",1,"C1","chr1",33431052,33323623,2,"PHC2",551,0.636954805171682,3.08458795404046e-12,0.204470133088157
"15489",1,"C1","chr21",42496018,42581440,1,"SLC37A1",245,0.593301598672998,3.13185058256541e-12,0.252228390595527
"5622",1,"C1","chr12",56334174,56340410,1,"IL23A",637,0.849397101663278,3.45011504547336e-12,0.433773925628689
"6701",1,"C1","chr13",99356131,99356228,1,"MIR623",442,0.649787150119835,3.53869518144011e-12,1.18092074517373
"14854",1,"C1","chr20",35278131,35201745,2,"MMP24OS",325,0.579298454440842,3.65599366660252e-12,0.287142090825207
"17108",1,"C1","chr3",138329886,138261437,2,"NME9",976,1.34770152671894,3.88149965124396e-12,0.234986650800291
"24069",1,"C1","chrX",20267100,20149911,2,"RPS6KA3",106,0.625361489267016,3.95685460388252e-12,0.257441382282037
"7115",1,"C1","chr14",52952435,52857268,2,"FERMT2",297,0.968354207722743,4.27026473548684e-12,0.178221693804583
"8700",1,"C1","chr16",4671318,4671390,1,"MIR6769A",215,1.43554564334643,4.77178828912902e-12,0.29779603543704
"3742",1,"C1","chr11",17351726,17377341,1,"NCR3LG1",320,0.883300142501578,4.7771362767908e-12,0.261824818246775
"6696",1,"C1","chr13",99087819,99088625,1,"DOCK9-DT",437,0.547938426915467,5.14564881404729e-12,0.857956425320211
"6751",1,"C1","chr13",108269629,108308484,1,"TNFSF13B",492,1.78470648647745,5.34387236351969e-12,0.11338143437201
"2663",1,"C1","chr10",31320447,31307717,2,"ZEB1-AS1",211,0.878119584288724,6.24864125232793e-12,0.404645119962555
"11932",1,"C1","chr19",19643667,19629476,2,"GMIP",636,0.726127616004356,7.54267406809572e-12,0.302773849278451
"22380",1,"C1","chr8",41896762,41653220,2,"ANK1",300,0.915493886239405,8.3629827984482e-12,0.235294937431383
"11040",1,"C1","chr18",24015339,23994213,2,"TTC39C-AS1",128,0.619143567574594,8.96553446271334e-12,0.409203773376192
"5869",1,"C1","chr12",95791152,95657807,2,"NTN4",884,1.15603492330469,8.99349101731012e-12,0.133924619438759
"10801",1,"C1","chr17",78577394,78423697,2,"DNAH17",1315,0.974685182602573,9.01549104241153e-12,0.145988900877012
"14823",1,"C1","chr20",33443892,33407955,2,"SNTA1",294,0.725509223263198,9.94135268172581e-12,0.236867007918407
"23767",1,"C1","chr9",129869605,129869671,1,"MIR6855",790,0.634837150929996,1.0091318946042e-11,0.66074740092268
"10566",1,"C1","chr17",62944215,62944312,1,"MIR633",1080,0.788784445710648,1.03427328573177e-11,0.23245231207766
"16648",1,"C1","chr3",53099453,52903572,2,"SFMBT1",516,0.532987395180039,1.07593706009199e-11,0.251576605786851
"13829",1,"C1","chr2",134120182,134454621,1,"MGAT5",880,0.658152423313456,1.08874826130858e-11,0.370181764158679
"17610",1,"C1","chr4",4542346,4415742,2,"STX18",76,0.855853342080069,1.28393091857541e-11,0.226206255079917
"1159",1,"C1","chr1",109113679,109206781,1,"KIAA1324",1159,0.797566151727582,1.29103774904106e-11,0.174104169922267
"9011",1,"C1","chr16",31483002,31490769,1,"SLC5A2",526,0.97330724606856,1.2922656149573e-11,0.28407533756997
"18398",1,"C1","chr4",170033031,169986597,2,"MFAP3L",864,1.03458122904065,1.46756379177387e-11,0.208917990828522
"18752",1,"C1","chr5",56815574,56896152,1,"MAP3K1",259,0.606914481450842,1.58367604642339e-11,0.284055474904785
"15008",1,"C1","chr20",45890144,45898820,1,"CTSA",479,1.05571693476453,1.60162492274793e-11,0.305920417930928
"5376",1,"C1","chr12",47833132,47782722,2,"HDAC7",391,0.556885724346842,1.6360277780854e-11,0.311175461311315
"13004",1,"C1","chr2",9843354,9934416,1,"TAF1B",55,0.626025007020821,1.80489296648649e-11,0.175470083556012
"2664",1,"C1","chr10",31318495,31529814,1,"ZEB1",212,0.726747932404946,1.84074097663636e-11,0.22124599491464
"12149",1,"C1","chr19",38244035,38292614,1,"SPINT2",853,1.54209840002053,1.8861106794548e-11,0.11219954650294
"12323",1,"C1","chr19",43670547,43646095,2,"PLAUR",1027,0.704327991444885,1.92371871634032e-11,0.308499294382368
"21592",1,"C1","chr7",100205357,100221490,1,"PVRIG",648,0.758330957009737,1.92371871634032e-11,0.302891325437751
"23219",1,"C1","chr9",37485935,37503697,1,"POLR1E",242,0.681485793022939,2.05461129504727e-11,0.302337079582667
"18641",1,"C1","chr5",35617844,35814611,1,"SPEF2",148,0.887224090477156,2.16514267413595e-11,0.33561440944316
"8380",1,"C1","chr15",88895626,88877288,2,"HAPLN3",712,1.54681847710978,2.20821478992763e-11,0.129773800780434
"1356",1,"C1","chr1",148255012,148195959,2,"LOC101927468",1356,1.00827425856704,2.71966909328171e-11,0.0910554789736135
"8457",1,"C1","chr15",98648971,98964530,1,"IGF1R",789,0.614032801213626,2.77872728581487e-11,0.290627774682281
"19782",1,"C1","chr6",20212399,20102145,2,"MBOAT1",127,0.998595056514062,2.82189570757641e-11,0.212702789137525
"8331",1,"C1","chr15",82647770,82692820,1,"CPEB1-AS1",663,1.45687976202404,2.93505364478806e-11,0.113294868021035
"926",1,"C1","chr1",67231853,67092165,2,"C1orf141",926,1.16514809162577,3.28681591348032e-11,0.411549966255193
"18976",1,"C1","chr5",98773469,98769618,2,"RGMB-AS1",483,1.16786746253391,3.6954519524896e-11,0.562563688401309
"16919",1,"C1","chr3",119322760,119314293,2,"ARHGAP31-AS1",787,0.874059282517749,3.70222068329845e-11,0.299266039153374
"3432",1,"C1","chr11",289135,296107,1,"PGGHG",10,0.930750609680448,3.74977692590752e-11,0.337396798307794
"16449",1,"C1","chr3",46163604,46266706,1,"CCR3",317,0.788225081999239,3.74977692590752e-11,0.171102044757202
"6036",1,"C1","chr12",113057690,113098028,1,"DTX1",1051,1.1393442636609,4.14185729551976e-11,0.172241687134771
"22386",1,"C1","chr8",42271302,42332653,1,"IKBKB",306,0.716875785213946,4.35165681551877e-11,0.198669821740621
"1207",1,"C1","chr1",111346288,111353013,1,"PIFO",1207,1.24403395925364,4.69347011366352e-11,0.24260312053634
"5130",1,"C1","chr12",8949955,8940363,2,"M6PR",145,0.601015853804193,4.71867244123935e-11,0.403379240908351
"11262",1,"C1","chr18",74409448,74413209,1,"LINC01922",350,1.51860062787862,4.87424378832779e-11,0.159297086770563
"20173",1,"C1","chr6",36676460,36687339,1,"CDKN1A",518,0.726479022401515,4.87424378832779e-11,0.394516797322027
"20000",1,"C1","chr6",31575567,31578336,1,"TNF",345,0.775489570124526,5.0212469002973e-11,0.556762652160144
"23650",1,"C1","chr9",123268576,123109514,2,"STRBP",673,0.761187062026449,5.66565153206058e-11,0.155487766049699
"765",1,"C1","chr1",46616843,46557408,2,"MKNK1",765,0.641668631704049,5.69773905175428e-11,0.229445724900208
"19441",1,"C1","chr5",157671480,157625679,2,"SOX30",948,0.890015464868588,5.78077191585026e-11,0.19292251278752
