"","seqnames","idx","start","end","Log2FC","FDR","MeanDiff"
"103171","chr6",179,2952642,2953142,-1.07288441766523,0.00150059648795526,-0.100329121383167
"117266","chr8",8,629359,629859,-4.06138449673155,0.00150059648795526,-0.0989186077697716
"45412","chr16",980,8959765,8960265,-1.15861185844015,0.00150373444827956,-0.0708150804053553
"79570","chr20",2714,51525763,51526263,-1.61846107354744,0.00152080085404217,-0.108199362851641
"104785","chr6",1793,30101929,30102429,-1.69286410535682,0.00153916433705712,-0.0959875512928283
"105094","chr6",2102,31579661,31580161,-3.44203731463559,0.00155024737681863,-0.0783314383830587
"43521","chr15",3182,82750277,82750777,-1.31608890170766,0.0015558223435568,-0.175306686099653
"44981","chr16",549,2919607,2920107,-1.7487657100768,0.0015558223435568,-0.091756543484824
"37331","chr14",1926,61695969,61696469,-2.08468431665539,0.00158337045547461,-0.102385658499835
"41072","chr15",733,41934799,41935299,-1.53995778253894,0.00158337045547461,-0.146991763620987
"58563","chr18",1435,51191131,51191631,1.60292746622908,0.00158337045547461,0.429761331826999
"2557","chr1",2557,26900202,26900702,-1.03957294128523,0.00160555480655997,-0.134917971702744
"220","chr1",220,1677259,1677759,-2.40660314088567,0.00160884169928819,-0.0605204162194852
"61648","chr19",2227,11988373,11988873,-1.08295266971179,0.00163708599582179,-0.152775720651382
"5547","chr1",5547,87333627,87334127,-1.30127608227914,0.0016380759813545,-0.114277204684445
"90162","chr3",5140,138329684,138330184,-1.36503550526679,0.00164054042409606,-0.144673666826572
"40706","chr15",367,38538642,38539142,-3.37704824431042,0.00169611641548888,-0.108292567929416
"109362","chr6",6370,139029262,139029762,-1.76117959756629,0.00169611641548888,-0.097097640080185
"50480","chr17",716,7042145,7042645,-2.36179124302376,0.0017175552475176,-0.135657572421146
"42025","chr15",1686,63122264,63122764,-1.10913583568907,0.00172407714913216,-0.115865229323101
"64981","chr19",5560,45092650,45093150,-1.02207058881724,0.00174142609351746,-0.151271632343449
"2569","chr1",2569,26993341,26993841,-1.59994259594044,0.00174688683332886,-0.114976505600107
"8495","chr1",8495,156601220,156601720,-1.41510531324063,0.00174712004640701,-0.110206702994314
"119525","chr8",2267,73878172,73878672,-1.25558526102573,0.00175714573751381,-0.115492271258742
"56087","chr17",6323,77843478,77843978,-1.04518401884778,0.00176195847039173,-0.227180264418632
"84676","chr22",2777,46735017,46735517,-2.17852342874659,0.00178274190000553,-0.136156907242956
"21352","chr11",2273,48109839,48110339,-1.34315179575375,0.00179334643775219,-0.133831037559308
"16188","chr10",3118,73730266,73730766,-1.09142164894069,0.00179542133518536,-0.189504869036846
"9752","chr1",9752,175192851,175193351,-1.08647400033976,0.00180440435663368,-0.117127105621898
"24919","chr11",5840,118610898,118611398,-1.12617614304885,0.0018107210855767,-0.165196555857784
"57499","chr18",371,9914826,9915326,-1.4812830750984,0.00181873899757106,-0.14693480525152
"100979","chr5",4144,140175468,140175968,-1.50368657611604,0.00182122459605851,-0.116977388995998
"82941","chr22",1042,30485316,30485816,-1.71339380368943,0.00184508213866039,-0.122600914991938
"23140","chr11",4061,72025054,72025554,-2.13420600304711,0.00185409563694698,-0.0883308900637772
"49557","chr16",5125,89330478,89330978,-2.31538262984379,0.00188286607610472,-0.108722437917824
"40983","chr15",644,41231400,41231900,-1.58220018000824,0.00188803767650548,-0.0698694890478108
"63194","chr19",3773,20077672,20078172,-1.17271217964588,0.00189969744328679,-0.132498278453795
"46912","chr16",2480,31108091,31108591,-1.64582404947988,0.00191952242949458,-0.106803785667423
"103028","chr6",36,446702,447202,-1.10679850129667,0.00192289862411559,-0.117766525780467
"98549","chr5",1714,69332552,69333052,-1.1189228992141,0.00194251855255086,-0.122541536962696
"121379","chr8",4121,133297757,133298257,-1.23719263151055,0.00196413672766895,-0.114113098916123
"109970","chr6",6978,151373994,151374494,-2.25151643085465,0.00197607391048762,-0.0730966197022857
"7867","chr1",7867,151837846,151838346,-2.328914896327,0.00200765693069688,-0.0759477832383229
"104855","chr6",1863,30509092,30509592,-1.34990952598638,0.00200765693069688,-0.140363671929228
"68014","chr2",1158,27369688,27370188,-1.34442877052057,0.0020125410806321,-0.0944531518709222
"7625","chr1",7625,150186776,150187276,-1.4280954597621,0.00201348578480371,-0.156396186143164
"45700","chr16",1268,11976477,11976977,-1.04013185543399,0.00201348578480371,-0.168194112483651
"44740","chr16",308,1705369,1705869,-1.44285223322714,0.00203291004649788,-0.155979185164856
"97688","chr5",853,40441583,40442083,-1.31278518548178,0.00203450089752005,-0.151115577699492
"30906","chr12",5020,106247783,106248283,-1.04233004037955,0.00207085757988509,-0.0671712128510764
"117490","chr8",232,11201624,11202124,-1.03394536447684,0.00207914172215924,-0.190856998184001
"53334","chr17",3570,43832977,43833477,-1.66921432938409,0.00208117906337167,-0.100631445298623
"67380","chr2",524,10689733,10690233,-1.42747033406302,0.00210366515553532,-0.117423597959304
"113819","chr7",2923,74289184,74289684,-1.11676207953925,0.00214424332643085,-0.135762707620933
"124564","chr9",2441,96854317,96854817,-1.03220445813317,0.00217654553346478,-0.146172304946492
"37869","chr14",2464,70821969,70822469,-1.27812497928339,0.00218081409900872,-0.139244458660494
"101099","chr5",4264,141636161,141636661,-1.44652802245101,0.00219774251447732,-0.115290020965076
"52608","chr17",2844,38967243,38967743,-1.42340191248058,0.00223086763562318,-0.169261511897526
"39349","chr14",3944,99191004,99191504,-3.06600004130246,0.00225537155896155,-0.0728067598870549
"65149","chr19",5728,45693239,45693739,-1.8653364723986,0.00225537155896155,-0.100748019985589
"17536","chr10",4466,102072821,102073321,-1.796744672613,0.00226397872822204,-0.126087412362292
"124900","chr9",2777,108933484,108933984,-1.0923101916324,0.00227156377426391,-0.0766069687929341
"30952","chr12",5066,107092011,107092511,-1.29238314172783,0.00231416932200293,-0.0975563657414844
"3432","chr1",3432,36156814,36157314,-1.6279183014994,0.00232832118482024,-0.108145616165777
"15781","chr10",2711,69319214,69319714,-1.22247275975113,0.00233039177208059,-0.0969331666699785
"39476","chr14",4071,99481710,99482210,-1.58224220186953,0.00234719081459987,-0.109187353784993
"109878","chr6",6886,149934098,149934598,-1.24977843552364,0.00234774328580624,-0.100225296947986
"19929","chr11",850,8910946,8911446,-1.14603919420641,0.00237514423675564,-0.152652567930191
"20479","chr11",1400,18721965,18722465,-2.1965746534162,0.00237514423675564,-0.108720351916292
"108028","chr6",5036,110178843,110179343,-1.15135534647424,0.00240348916204736,-0.16613279742991
"111345","chr7",449,3107358,3107858,3.35376145176964,0.00240449613301129,0.0994880724590994
"105312","chr6",2320,32664713,32665213,-1.70170382176184,0.0024276737890837,-0.140286105561886
"89860","chr3",4838,129279538,129280038,-2.9378061744975,0.00242904801294823,-0.103858555644299
"38403","chr14",2998,77707181,77707681,-3.24054686068891,0.00243023503195151,-0.0715002882535313
"47741","chr16",3309,58628823,58629323,-1.71199393754281,0.00249857622734036,-0.0925792147300847
"71444","chr2",4588,105746601,105747101,-2.0064564114176,0.00251174831785639,-0.0959650301568456
"33800","chr13",1241,46554492,46554992,-1.65948536811133,0.00252547709693456,-0.113963633957694
"41934","chr15",1595,60592844,60593344,-1.14771439602069,0.00252547709693456,-0.0875214199699063
"8949","chr1",8949,160990165,160990665,-1.53012772938384,0.00252968737864892,-0.0911598991918032
"12171","chr1",12171,228059845,228060345,-2.11188463299693,0.00255449466506081,-0.0566088406599846
"52364","chr17",2600,36482896,36483396,-1.00212353976131,0.00255449466506081,-0.104489863476223
"101527","chr5",4692,149959459,149959959,-1.91627671034313,0.00255449466506081,-0.122890053312961
"125932","chr9",3809,128192713,128193213,-2.99989427948611,0.00255449466506081,-0.113426372412656
"6411","chr1",6411,108877209,108877709,-1.54112202814103,0.00256456012046209,-0.074709064706642
"88483","chr3",3461,72756905,72757405,3.34541311769247,0.00256992567055138,0.178998645903005
"17425","chr10",4355,101014222,101014722,-2.14199521874925,0.0025770706779874,-0.111174918513836
"83082","chr22",1183,31970031,31970531,-2.55467785032374,0.0025770706779874,-0.0650855555956003
"51487","chr17",1723,21042044,21042544,-1.74623502400905,0.00257863230203715,-0.141757011659423
"75954","chr2",9098,231383460,231383960,4.36910322398116,0.00259289977382675,0.0924350475032769
"28453","chr12",2567,51269753,51270253,-1.16678401940339,0.00259925309726405,-0.0651377278800158
"53123","chr17",3359,42272534,42273034,-1.7631535440194,0.00259925309726405,-0.132053978958409
"1717","chr1",1717,19664595,19665095,-3.77360259457708,0.00260404010321154,-0.0657117327934706
"38267","chr14",2862,75542684,75543184,-1.1781006685528,0.00260829778924135,-0.140932345902346
"124526","chr9",2403,96383500,96384000,-2.58269939995157,0.00260829778924135,-0.0648368295654039
"84389","chr22",2490,43996014,43996514,-2.31313873519162,0.00261181371949618,-0.106075932688501
"37026","chr14",1621,59483662,59484162,-1.23824962702924,0.00261576601890751,-0.119638308298596
"81148","chr21",670,36319382,36319882,-3.26857828867698,0.00263124823193865,-0.0426241085848802
"107267","chr6",4275,85594450,85594950,-2.31185734069173,0.00264125732596436,-0.0745311964177316
"128081","chrX",793,39860341,39860841,-1.16351530127186,0.00264430870257686,-0.121032643111367
"60632","chr19",1211,4867518,4868018,-1.00536187110669,0.00267233369916215,-0.157475889963547
"70051","chr2",3195,70293000,70293500,-1.03661500534175,0.00271983492285865,-0.151711731700224
"83181","chr22",1282,36162067,36162567,-1.18502240621683,0.00271983492285865,-0.112742352881175
"53476","chr17",3712,45019151,45019651,-1.23983277620682,0.00272912178249691,-0.0937979897012481
"102424","chr5",5589,172766454,172766954,-1.95245319985882,0.0027559293074196,-0.084983983728433
"62357","chr19",2936,16198035,16198535,-2.10481529200533,0.00276507501009385,-0.10071887873578
"24286","chr11",5207,108221842,108222342,-1.19533405353108,0.00278043082702928,-0.0567607548256408
"8983","chr1",8983,161098190,161098690,-1.59022596059561,0.00278236919560917,-0.0769915360343181
"22830","chr11",3751,67371356,67371856,-2.1721617106354,0.00279177957735708,-0.0698759163709478
"3073","chr1",3073,31939214,31939714,-1.48428010836623,0.00281186469304353,-0.0594560154495299
"44612","chr16",180,726739,727239,-1.10832243181313,0.00283803273877577,-0.13178129164259
"51229","chr17",1465,17476738,17477238,-1.28967007288234,0.00284851570958892,-0.191684494279279
"77949","chr20",1093,32277396,32277896,-1.11170140574703,0.00288115775863118,-0.143661944170978
"46934","chr16",2502,31186159,31186659,-1.85727413038663,0.00289221813639296,-0.0850539062872742
"105880","chr6",2888,36615059,36615559,-1.7720974332483,0.00289221813639296,-0.0881332443661783
"76282","chr2",9426,234444943,234445443,-2.02570437344859,0.0028958939750952,-0.0958013385442238
"85857","chr3",835,18444519,18445019,-1.0449552476012,0.00290365040628309,-0.0816454389237299
"32545","chr12",6659,132904680,132905180,-1.58521057733833,0.00294947103538965,-0.109386080221763
"97070","chr5",235,6714464,6714964,-1.38516219706772,0.00295734917355061,-0.0671016063730301
"66565","chr19",7144,55383601,55384101,-1.27786228641246,0.00299812811494123,-0.0963862072237882
"17421","chr10",4351,100997606,100998106,-1.12629624507986,0.00301427631997445,-0.149435519765662
"84159","chr22",2260,41697036,41697536,-1.25350646881529,0.00309127447399211,-0.127791161447686
"107790","chr6",4798,106511498,106511998,-1.66624995266465,0.00310139143534007,-0.0932507154409803
"38729","chr14",3324,91253247,91253747,-1.50954077333128,0.00312733316289783,-0.149725221313097
"61460","chr19",2039,10701187,10701687,-1.01591041053193,0.00314260976279234,-0.137397548287637
"88963","chr3",3941,108806314,108806814,1.53081030188007,0.00314796342783586,0.376858122265503
"29319","chr12",3433,57632955,57633455,-1.20840695868527,0.00314844111300558,-0.097257344869111
"16731","chr10",3661,87817501,87818001,-1.58204736494551,0.00315330533334237,-0.113522682385265
"46023","chr16",1591,21554759,21555259,-1.16576980477874,0.00315330533334237,-0.151324189824719
"68276","chr2",1420,30239205,30239705,-1.43239553771697,0.00315330533334237,-0.121868026023673
"11017","chr1",11017,205321554,205322054,-1.35770496746712,0.00316589373071455,-0.15899403883593
"104787","chr6",1795,30102984,30103484,-1.11615410951861,0.00316589373071455,-0.118494991217208
"48029","chr16",3597,68005790,68006290,2.10201301629285,0.00317141643051709,0.262061393156329
"53829","chr17",4065,48074277,48074777,-4.08802948089205,0.00318110639746097,-0.104959380256318
"65988","chr19",6567,50050871,50051371,-1.85737543036822,0.00318696806014073,-0.136799076371607
"63740","chr19",4319,35898775,35899275,-1.51215290123699,0.00319358309400653,-0.147723490049765
"9594","chr1",9594,172699138,172699638,-1.04011326920694,0.00321270728210607,-0.156070759397638
"22485","chr11",3406,65663843,65664343,-2.50341275391545,0.00321270728210607,-0.111215193845331
"27242","chr12",1356,18165515,18166015,2.68779785052586,0.00321270728210607,0.170954925838059
"24825","chr11",5746,118216843,118217343,-2.29957651278315,0.00322494078520097,-0.0746205326616173
"67594","chr2",738,19350051,19350551,-2.07694702761808,0.00323308589858596,-0.0589618954284152
"29101","chr12",3215,56299357,56299857,-2.02164038582586,0.00327103058540267,-0.0832501039000508
"57568","chr18",440,12657847,12658347,-1.77796421957924,0.00331552254469973,-0.0881765675071088
"19495","chr11",416,2151370,2151870,-1.68269200991805,0.00334031890084665,-0.0822509988552922
"56328","chr17",6564,78839271,78839771,-1.23325528383404,0.00334655475335809,-0.0697479898107982
"3390","chr1",3390,35718634,35719134,-1.40646467210373,0.00336321901245612,-0.152213405198786
"12224","chr1",12224,228212844,228213344,-1.42457111899167,0.00339982587384892,-0.107237359114452
"20040","chr11",961,10735696,10736196,-1.00560155161263,0.00339990976240725,-0.120381071595887
"100470","chr5",3635,134005376,134005876,-1.50803995163044,0.00341679395824842,-0.115023666653389
"64294","chr19",4873,40549153,40549653,-2.02990342893177,0.00342768728261164,-0.108316181293656
"50434","chr17",670,6651885,6652385,-1.11620207710192,0.003448159140406,-0.0547251423249706
"52956","chr17",3192,40540917,40541417,-1.36749124628032,0.00345303169438436,-0.116143404412251
"22027","chr11",2948,64000377,64000877,-1.42411714257773,0.00346895717810543,-0.12665354238364
"63460","chr19",4039,32676370,32676870,-2.80180979571393,0.00347475349828919,-0.0779211876871021
"38147","chr14",2742,74882318,74882818,-1.56375375399327,0.00348204385041079,-0.0745210816697102
"108422","chr6",5430,117601757,117602257,-1.57519850555039,0.00348204385041079,-0.0900746317619471
"78382","chr20",1526,36556447,36556947,-2.5824393139676,0.00353180106377173,-0.0907623590640521
"102333","chr5",5498,172066682,172067182,-1.16915401867033,0.00354027555140884,-0.134957644670388
"105048","chr6",2056,31463439,31463939,-2.9019894583589,0.00354168271223908,-0.0667961091732469
"62880","chr19",3459,18441193,18441693,-2.46998713773317,0.0035418728984782,-0.0878847122150034
"38885","chr14",3480,91872361,91872861,-1.6039481796988,0.00354476013789298,-0.10060630388291
"111530","chr7",634,5824169,5824669,-2.57394831387932,0.00355845983796321,-0.0892852505939546
"22590","chr11",3511,66080396,66080896,-2.29737864851724,0.00357234010559615,-0.0956470238883308
"50007","chr17",243,2222961,2223461,-1.40087459793733,0.00357687981980377,-0.158613604983807
"53922","chr17",4158,48610817,48611317,-1.66462696269755,0.00357687981980377,-0.0634398181203834
"110951","chr7",55,812768,813268,-1.58175152384008,0.00357772311954781,-0.0990462635123281
"49793","chr17",29,752564,753064,-1.24935416590523,0.00357953822640857,-0.085213782919293
"92495","chr4",206,1629063,1629563,-4.31673450798994,0.00358462899656133,-0.0813537493891773
